code,description,last_updated
B356,Tinea inguinalis [Tinea cruris],2025-09-12
B358,Other dermatophytoses,2025-09-12
B359,"Dermatophytosis, unspecified",2025-09-12
B36,,2025-09-12
B360,Pityriasis versicolor,2025-09-12
B361,Tinea nigra,2025-09-12
B362,White piedra,2025-09-12
B363,Black piedra,2025-09-12
B368,Other specified superficial mycoses,2025-09-12
B369,"Superficial mycosis, unspecified",2025-09-12
B37,,2025-09-12
B370,Candidal stomatitis,2025-09-12
B371,Pulmonary candidiasis,2025-09-12
B372,Candidiasis of skin and nail,2025-09-12
B373,Candidiasis of vulva and vagina,2025-09-12
B374,Candidiasis of other urogenital sites,2025-09-12
B375,Candidal meningitis,2025-09-12
B376,Candidal endocarditis,2025-09-12
B377,Candidal sepsis,2025-09-12
B378,Candidiasis of other sites,2025-09-12
B379,"Candidiasis, unspecified",2025-09-12
B38,,2025-09-12
B380,Acute pulmonary coccidioidomycosis,2025-09-12
B381,Chronic pulmonary coccidioidomycosis,2025-09-12
B382,"Pulmonary coccidioidomycosis, unspecified",2025-09-12
B383,Cutaneous coccidioidomycosis,2025-09-12
B384,Coccidioidomycosis meningitis,2025-09-12
B387,Disseminated coccidioidomycosis,2025-09-12
B388,Other forms of coccidioidomycosis,2025-09-12
B389,"Coccidioidomycosis, unspecified",2025-09-12
B39,,2025-09-12
B390,Acute pulmonary histoplasmosis capsulati,2025-09-12
B391,Chronic pulmonary histoplasmosis capsulati,2025-09-12
B392,"Pulmonary histoplasmosis capsulati, unspecified",2025-09-12
B393,Disseminated histoplasmosis capsulati,2025-09-12
B394,"Histoplasmosis capsulati, unspecified",2025-09-12
B395,Histoplasmosis duboisii,2025-09-12
B399,"Histoplasmosis, unspecified",2025-09-12
B40,,2025-09-12
B400,Acute pulmonary blastomycosis,2025-09-12
B401,Chronic pulmonary blastomycosis,2025-09-12
B402,"Pulmonary blastomycosis, unspecified",2025-09-12
B403,Cutaneous blastomycosis,2025-09-12
B407,Disseminated blastomycosis,2025-09-12
B408,Other forms of blastomycosis,2025-09-12
B409,"Blastomycosis, unspecified",2025-09-12
B41,,2025-09-12
B410,Pulmonary paracoccidioidomycosis,2025-09-12
B417,Disseminated paracoccidioidomycosis,2025-09-12
B418,Other forms of paracoccidioidomycosis,2025-09-12
B419,"Paracoccidioidomycosis, unspecified",2025-09-12
B42,,2025-09-12
B420,Pulmonary sporotrichosis,2025-09-12
B421,Lymphocutaneous sporotrichosis,2025-09-12
B427,Disseminated sporotrichosis,2025-09-12
B428,Other forms of sporotrichosis,2025-09-12
B429,"Sporotrichosis, unspecified",2025-09-12
B43,,2025-09-12
B430,Cutaneous chromomycosis,2025-09-12
B431,Phaeomycotic brain abscess,2025-09-12
B432,Subcutaneous phaeomycotic abscess and cyst,2025-09-12
B438,Other forms of chromomycosis,2025-09-12
B439,"Chromomycosis, unspecified",2025-09-12
B44,,2025-09-12
B440,Invasive pulmonary aspergillosis,2025-09-12
B441,Other pulmonary aspergillosis,2025-09-12
B442,Tonsillar aspergillosis,2025-09-12
B447,Disseminated aspergillosis,2025-09-12
B448,Other forms of aspergillosis,2025-09-12
B449,"Aspergillosis, unspecified",2025-09-12
B45,,2025-09-12
B450,Pulmonary cryptococcosis,2025-09-12
B451,Cerebral cryptococcosis,2025-09-12
B452,Cutaneous cryptococcosis,2025-09-12
B453,Osseous cryptococcosis,2025-09-12
B457,Disseminated cryptococcosis,2025-09-12
B458,Other forms of cryptococcosis,2025-09-12
B459,"Cryptococcosis, unspecified",2025-09-12
B46,,2025-09-12
B460,Pulmonary mucormycosis,2025-09-12
B461,Rhinocerebral mucormycosis,2025-09-12
B462,Gastrointestinal mucormycosis,2025-09-12
B463,Cutaneous mucormycosis,2025-09-12
B464,Disseminated mucormycosis,2025-09-12
B465,"Mucormycosis, unspecified",2025-09-12
B468,Other zygomycoses,2025-09-12
B469,"Zygomycosis, unspecified",2025-09-12
B47,,2025-09-12
B470,Eumycetoma,2025-09-12
B471,Actinomycetoma,2025-09-12
B479,"Mycetoma, unspecified",2025-09-12
B48,,2025-09-12
B480,Lobomycosis,2025-09-12
B481,Rhinosporidiosis,2025-09-12
B482,Allescheriasis,2025-09-12
B483,Geotrichosis,2025-09-12
B484,Penicillosis,2025-09-12
B485,Pneumocystosis,2025-09-12
B487,Opportunistic mycoses,2025-09-12
B488,Other specified mycoses,2025-09-12
B49,,2025-09-12
B50,,2025-09-12
B500,Plasmodium falciparum malaria with cerebral complications,2025-09-12
B508,Other severe and complicated Plasmodium falciparum malaria,2025-09-12
B509,"Plasmodium falciparum malaria, unspecified",2025-09-12
B51,,2025-09-12
B510,Plasmodium vivax malaria with rupture of spleen,2025-09-12
B518,Plasmodium vivax malaria with other complications,2025-09-12
B519,Plasmodium vivax malaria without complication,2025-09-12
B52,,2025-09-12
B520,Plasmodium malariae malaria with nephropathy,2025-09-12
B528,Plasmodium malariae malaria with other complications,2025-09-12
B529,Plasmodium malariae malaria without complication,2025-09-12
B53,,2025-09-12
B530,Plasmodium ovale malaria,2025-09-12
B531,Malaria due to simian plasmodia,2025-09-12
B538,"Other parasitologically confirmed malaria, not elsewhere classified",2025-09-12
B54,,2025-09-12
B55,,2025-09-12
B550,Visceral leishmaniasis,2025-09-12
B551,Cutaneous leishmaniasis,2025-09-12
B552,Mucocutaneous leishmaniasis,2025-09-12
B559,"Leishmaniasis, unspecified",2025-09-12
B56,,2025-09-12
B560,Gambiense trypanosomiasis,2025-09-12
B561,Rhodesiense trypanosomiasis,2025-09-12
B569,"African trypanosomiasis, unspecified",2025-09-12
B57,,2025-09-12
B570,Acute Chagas disease with heart involvement,2025-09-12
B571,Acute Chagas disease without heart involvement,2025-09-12
B572,Chagas disease (chronic) with heart involvement,2025-09-12
B573,Chagas disease (chronic) with digestive system involvement,2025-09-12
B574,Chagas disease (chronic) with nervous system involvement,2025-09-12
B575,Chagas disease (chronic) with other organ involvement,2025-09-12
B58,,2025-09-12
B580,Toxoplasma oculopathy,2025-09-12
B581,Toxoplasma hepatitis,2025-09-12
B582,Toxoplasma meningoencephalitis,2025-09-12
B583,Pulmonary toxoplasmosis,2025-09-12
B588,Toxoplasmosis with other organ involvement,2025-09-12
B589,"Toxoplasmosis, unspecified",2025-09-12
B60,,2025-09-12
B600,Babesiosis,2025-09-12
B601,Acanthamoebiasis,2025-09-12
B602,Naegleriasis,2025-09-12
B608,Other specified protozoal diseases,2025-09-12
B64,,2025-09-12
B65,,2025-09-12
B650,Schistosomiasis due to Schistosoma haematobium [urinary schistosomiasis],2025-09-12
B651,Schistosomiasis due to Schistosoma mansoni [intestinal schistosomiasis],2025-09-12
B652,Schistosomiasis due to Schistosoma japonicum,2025-09-12
B653,Cercarial dermatitis,2025-09-12
B658,Other schistosomiases,2025-09-12
B659,"Schistosomiasis, unspecified",2025-09-12
B66,,2025-09-12
B660,Opisthorchiasis,2025-09-12
B661,Clonorchiasis,2025-09-12
B662,Dicrocoeliasis,2025-09-12
B663,Fascioliasis,2025-09-12
B664,Paragonimiasis,2025-09-12
B665,Fasciolopsiasis,2025-09-12
B668,Other specified fluke infections,2025-09-12
B669,"Fluke infection, unspecified",2025-09-12
B67,,2025-09-12
B670,Echinococcus granulosus infection of liver,2025-09-12
B671,Echinococcus granulosus infection of lung,2025-09-12
B672,Echinococcus granulosus infection of bone,2025-09-12
B673,"Echinococcus granulosus infection, other and multiple sites",2025-09-12
B674,"Echinococcus granulosus infection, unspecified",2025-09-12
B675,Echinococcus multilocularis infection of liver,2025-09-12
B676,"Echinococcus multilocularis infection, other and multiple sites",2025-09-12
B677,"Echinococcus multilocularis infection, unspecified",2025-09-12
B678,"Echinococcosis, unspecified, of liver",2025-09-12
B679,"Echinococcosis, other and unspecified",2025-09-12
B68,,2025-09-12
B680,Taenia solium taeniasis,2025-09-12
B681,Taenia saginata taeniasis,2025-09-12
B689,"Taeniasis, unspecified",2025-09-12
B69,,2025-09-12
B690,Cysticercosis of central nervous system,2025-09-12
B691,Cysticercosis of eye,2025-09-12
B698,Cysticercosis of other sites,2025-09-12
B699,"Cysticercosis, unspecified",2025-09-12
B70,,2025-09-12
B700,Diphyllobothriasis,2025-09-12
B701,Sparganosis,2025-09-12
B71,,2025-09-12
B710,Hymenolepiasis,2025-09-12
B711,Dipylidiasis,2025-09-12
B718,Other specified cestode infections,2025-09-12
B719,"Cestode infection, unspecified",2025-09-12
B72,,2025-09-12
B73,,2025-09-12
B74,,2025-09-12
B740,Filariasis due to Wuchereria bancrofti,2025-09-12
B741,Filariasis due to Brugia malayi,2025-09-12
B742,Filariasis due to Brugia timori,2025-09-12
B743,Loiasis,2025-09-12
B744,Mansonelliasis,2025-09-12
B748,Other filariases,2025-09-12
B749,"Filariasis, unspecified",2025-09-12
B75,,2025-09-12
B76,,2025-09-12
B760,Ancylostomiasis,2025-09-12
B761,Necatoriasis,2025-09-12
B768,Other hookworm diseases,2025-09-12
B769,"Hookworm disease, unspecified",2025-09-12
B77,,2025-09-12
B770,Ascariasis with intestinal complications,2025-09-12
B778,Ascariasis with other complications,2025-09-12
B779,"Ascariasis, unspecified",2025-09-12
B78,,2025-09-12
B780,Intestinal strongyloidiasis,2025-09-12
B781,Cutaneous strongyloidiasis,2025-09-12
B787,Disseminated strongyloidiasis,2025-09-12
B789,"Strongyloidiasis, unspecified",2025-09-12
B79,,2025-09-12
B80,,2025-09-12
B81,,2025-09-12
B810,Anisakiasis,2025-09-12
B811,Intestinal capillariasis,2025-09-12
B812,Trichostrongyliasis,2025-09-12
B813,Intestinal angiostrongyliasis,2025-09-12
B814,Mixed intestinal helminthiases,2025-09-12
B818,Other specified intestinal helminthiases,2025-09-12
B82,,2025-09-12
B820,"Intestinal helminthiasis, unspecified",2025-09-12
B829,"Intestinal parasitism, unspecified",2025-09-12
B83,,2025-09-12
B830,Visceral larva migrans,2025-09-12
B831,Gnathostomiasis,2025-09-12
B832,Angiostrongyliasis due to Parastrongylus cantonensis,2025-09-12
B833,Syngamiasis,2025-09-12
B834,Internal hirudiniasis,2025-09-12
B838,Other specified helminthiases,2025-09-12
B839,"Helminthiasis, unspecified",2025-09-12
B85,,2025-09-12
B850,Pediculosis due to Pediculus humanus capitis,2025-09-12
B851,Pediculosis due to Pediculus humanus corporis,2025-09-12
B852,"Pediculosis, unspecified",2025-09-12
B853,Phthiriasis,2025-09-12
B854,Mixed pediculosis and phthiriasis,2025-09-12
B86,,2025-09-12
B87,,2025-09-12
B870,Cutaneous myiasis,2025-09-12
B871,Wound myiasis,2025-09-12
B872,Ocular myiasis,2025-09-12
B873,Nasopharyngeal myiasis,2025-09-12
B874,Aural myiasis,2025-09-12
B878,Myiasis of other sites,2025-09-12
B879,"Myiasis, unspecified",2025-09-12
B88,,2025-09-12
B880,Other acariasis,2025-09-12
B881,Tungiasis [sandflea infestation],2025-09-12
B882,Other arthropod infestations,2025-09-12
B883,External hirudiniasis,2025-09-12
B888,Other specified infestations,2025-09-12
B889,"Infestation, unspecified",2025-09-12
B89,,2025-09-12
B90,,2025-09-12
B900,Sequelae of central nervous system tuberculosis,2025-09-12
B901,Sequelae of genitourinary tuberculosis,2025-09-12
B902,Sequelae of tuberculosis of bones and joints,2025-09-12
B908,Sequelae of tuberculosis of other organs,2025-09-12
B909,Sequelae of respiratory and unspecified tuberculosis,2025-09-12
B91,,2025-09-12
B92,,2025-09-12
B94,,2025-09-12
B940,Sequelae of trachoma,2025-09-12
B941,Sequelae of viral encephalitis,2025-09-12
B942,Sequelae of viral hepatitis,2025-09-12
B948,Sequelae of other specified infectious and parasitic diseases,2025-09-12
B949,Sequelae of unspecified infectious or parasitic disease,2025-09-12
B95,,2025-09-12
B950,"Streptococcus, group A, as the cause of diseases classified to other chapters",2025-09-12
B951,"Streptococcus, group B, as the cause of diseases classified to other chapters",2025-09-12
B952,Streptococcus group D and enterococcus as the cause of diseases classified to other chapters,2025-09-12
B953,Streptococcus pneumoniae as the cause of diseases classified to other chapters,2025-09-12
B954,Other streptococcus as the cause of diseases classified to other chapters,2025-09-12
B955,Unspecified streptococcus as the cause of diseases classified to other chapters,2025-09-12
B956,Staphylococcus aureus as the cause of diseases classified to other chapters,2025-09-12
B957,Other staphylococcus as the cause of diseases classified to other chapters,2025-09-12
B958,Unspecified staphylococcus as the cause of diseases classified to other chapters,2025-09-12
B96,,2025-09-12
B960,Mycoplasma pneumoniae [M. pneumoniae] as the cause of diseases classified to other chapters,2025-09-12
B961,Klebsiella pneumoniae [K. pneumoniae] as the cause of diseases classified to other chapters,2025-09-12
B962,Escherichia coli [E. coli] as the cause of diseases classified to other chapters,2025-09-12
B963,Haemophilus influenzae [H. influenzae] as the cause of diseases classified to other chapters,2025-09-12
B964,Proteus (mirabilis)(morganii) as the cause of diseases classified to other chapters,2025-09-12
B965,Pseudomonas (aeruginosa) as the cause of diseases classified to other chapters,2025-09-12
B966,Bacillus fragilis [B. fragilis] as the cause of diseases classified to other chapters,2025-09-12
B967,Clostridium perfringens [C. perfringens] as the cause of diseases classified to other chapters,2025-09-12
B968,Other specified bacterial agents as the cause of diseases classified to other chapters,2025-09-12
B97,,2025-09-12
B970,Adenovirus as the cause of diseases classified to other chapters,2025-09-12
B971,Enterovirus as the cause of diseases classified to other chapters,2025-09-12
B972,Coronavirus as the cause of diseases classified to other chapters,2025-09-12
B973,Retrovirus as the cause of diseases classified to other chapters,2025-09-12
B974,Respiratory syncytial virus as the cause of diseases classified to other chapters,2025-09-12
B975,Reovirus as the cause of diseases classified to other chapters,2025-09-12
B976,Parvovirus as the cause of diseases classified to other chapters,2025-09-12
B977,Papillomavirus as the cause of diseases classified to other chapters,2025-09-12
B978,Other viral agents as the cause of diseases classified to other chapters,2025-09-12
B98,,2025-09-12
B980,Helicobacter pylori [H.pylori] as the cause of diseases classified to other chapters,2025-09-12
B981,Vibrio vulnificus as the cause of diseases classified to other chapters,2025-09-12
B99,,2025-09-12
C00,,2025-09-12
C000,External upper lip,2025-09-12
C001,External lower lip,2025-09-12
C002,"External lip, unspecified",2025-09-12
C003,"Upper lip, inner aspect",2025-09-12
C004,"Lower lip, inner aspect",2025-09-12
C005,"Lip, unspecified, inner aspect",2025-09-12
C006,Commissure of lip,2025-09-12
C008,Overlapping lesion of lip,2025-09-12
C009,"Lip, unspecified",2025-09-12
C01,,2025-09-12
C02,,2025-09-12
C020,Dorsal surface of tongue,2025-09-12
C021,Border of tongue,2025-09-12
C022,Ventral surface of tongue,2025-09-12
C023,"Anterior two-thirds of tongue, part unspecified",2025-09-12
C024,Lingual tonsil,2025-09-12
C028,Overlapping lesion of tongue,2025-09-12
C029,"Tongue, unspecified",2025-09-12
C03,,2025-09-12
C030,Upper gum,2025-09-12
C031,Lower gum,2025-09-12
C039,"Gum, unspecified",2025-09-12
C04,,2025-09-12
C040,Anterior floor of mouth,2025-09-12
C041,Lateral floor of mouth,2025-09-12
C048,Overlapping lesion of floor of mouth,2025-09-12
C049,"Floor of mouth, unspecified",2025-09-12
C05,,2025-09-12
C050,Hard palate,2025-09-12
C051,Soft palate,2025-09-12
C052,Uvula,2025-09-12
C058,Overlapping lesion of palate,2025-09-12
C059,"Palate, unspecified",2025-09-12
C06,,2025-09-12
C060,Cheek mucosa,2025-09-12
C061,Vestibule of mouth,2025-09-12
C062,Retromolar area,2025-09-12
C068,Overlapping lesion of other and unspecified parts of mouth,2025-09-12
C069,"Mouth, unspecified",2025-09-12
C07,,2025-09-12
C08,,2025-09-12
C080,Submandibular gland,2025-09-12
C081,Sublingual gland,2025-09-12
C088,Overlapping lesion of major salivary glands,2025-09-12
C089,"Major salivary gland, unspecified",2025-09-12
C09,,2025-09-12
C090,Tonsillar fossa,2025-09-12
C091,Tonsillar pillar (anterior)(posterior),2025-09-12
C098,Overlapping lesion of tonsil,2025-09-12
C099,"Tonsil, unspecified",2025-09-12
C10,,2025-09-12
C100,Vallecula,2025-09-12
C101,Anterior surface of epiglottis,2025-09-12
C102,Lateral wall of oropharynx,2025-09-12
C103,Posterior wall of oropharynx,2025-09-12
C104,Branchial cleft,2025-09-12
C108,Overlapping lesion of oropharynx,2025-09-12
C109,"Oropharynx, unspecified",2025-09-12
C11,,2025-09-12
C110,Superior wall of nasopharynx,2025-09-12
C111,Posterior wall of nasopharynx,2025-09-12
C112,Lateral wall of nasopharynx,2025-09-12
C113,Anterior wall of nasopharynx,2025-09-12
C118,Overlapping lesion of nasopharynx,2025-09-12
C119,"Nasopharynx, unspecified",2025-09-12
C12,,2025-09-12
C13,,2025-09-12
C130,Postcricoid region,2025-09-12
C131,"Aryepiglottic fold, hypopharyngeal aspect",2025-09-12
C132,Posterior wall of hypopharynx,2025-09-12
C138,Overlapping lesion of hypopharynx,2025-09-12
C139,"Hypopharynx, unspecified",2025-09-12
C14,,2025-09-12
C140,"Pharynx, unspecified",2025-09-12
C142,Waldeyer ring,2025-09-12
C148,"Overlapping lesion of lip, oral cavity and pharynx",2025-09-12
C15,,2025-09-12
C150,Cervical part of oesophagus,2025-09-12
C151,Thoracic part of oesophagus,2025-09-12
C152,Abdominal part of oesophagus,2025-09-12
C153,Upper third of oesophagus,2025-09-12
C154,Middle third of oesophagus,2025-09-12
C155,Lower third of oesophagus,2025-09-12
C158,Overlapping lesion of oesophagus,2025-09-12
C159,"Oesophagus, unspecified",2025-09-12
C16,,2025-09-12
C160,Cardia,2025-09-12
